"area","naicsector","sectortitle","series","year","value"
"Southwest",54,"Professional, Scientific, & Technical Services","Employees",2004,27054
"Southwest",54,"Professional, Scientific, & Technical Services","Employees",2005,26901
"Southwest",54,"Professional, Scientific, & Technical Services","Employees",2006,27596
"Southwest",54,"Professional, Scientific, & Technical Services","Employees",2007,27752
"Southwest",54,"Professional, Scientific, & Technical Services","Employees",2008,27515
"Southwest",54,"Professional, Scientific, & Technical Services","Employees",2009,25738
"Southwest",54,"Professional, Scientific, & Technical Services","Employees",2010,25093
"Southwest",54,"Professional, Scientific, & Technical Services","Employees",2011,25853
"Southwest",54,"Professional, Scientific, & Technical Services","Employees",2012,24940
"Southwest",54,"Professional, Scientific, & Technical Services","Employees",2013,25073
"Southwest",61,"Educational Services","Employees",1990,22767
"Southwest",61,"Educational Services","Employees",1991,22350
"Southwest",61,"Educational Services","Employees",1992,19724
"Southwest",61,"Educational Services","Employees",1993,19905
"Southwest",61,"Educational Services","Employees",1994,21060
"Southwest",61,"Educational Services","Employees",1995,21298
"Southwest",61,"Educational Services","Employees",1996,21738
"Southwest",61,"Educational Services","Employees",1997,22730
"Southwest",61,"Educational Services","Employees",1998,23682
"Southwest",61,"Educational Services","Employees",1999,24293
"Southwest",61,"Educational Services","Employees",2000,24970
"Southwest",61,"Educational Services","Employees",2001,26267
"Southwest",61,"Educational Services","Employees",2002,27490
"Southwest",61,"Educational Services","Employees",2003,27824
"Southwest",61,"Educational Services","Employees",2004,28639
"Southwest",61,"Educational Services","Employees",2005,29025
"Southwest",61,"Educational Services","Employees",2006,29824
"Southwest",61,"Educational Services","Employees",2007,30546
"Southwest",61,"Educational Services","Employees",2008,31232
"Southwest",61,"Educational Services","Employees",2009,30734
"Southwest",61,"Educational Services","Employees",2010,30235
"Southwest",61,"Educational Services","Employees",2011,30483
"Southwest",61,"Educational Services","Employees",2012,30436
"Southwest",61,"Educational Services","Employees",2013,29897
"Southwest",62,"Health Care & Social Assistance","Employees",1990,30649
"Southwest",62,"Health Care & Social Assistance","Employees",1991,30823
"Southwest",62,"Health Care & Social Assistance","Employees",1992,33054
"Southwest",62,"Health Care & Social Assistance","Employees",1993,35205
"Southwest",62,"Health Care & Social Assistance","Employees",1994,36608
"Southwest",62,"Health Care & Social Assistance","Employees",1995,38580
"Southwest",62,"Health Care & Social Assistance","Employees",1996,40629
"Southwest",62,"Health Care & Social Assistance","Employees",1997,41426
"Southwest",62,"Health Care & Social Assistance","Employees",1998,42115
"Southwest",62,"Health Care & Social Assistance","Employees",1999,42637
"Southwest",62,"Health Care & Social Assistance","Employees",2000,43032
"Southwest",62,"Health Care & Social Assistance","Employees",2001,44231
"Southwest",62,"Health Care & Social Assistance","Employees",2002,45671
"Southwest",62,"Health Care & Social Assistance","Employees",2003,45522
"Southwest",62,"Health Care & Social Assistance","Employees",2004,45630
"Southwest",62,"Health Care & Social Assistance","Employees",2005,45956
"Southwest",62,"Health Care & Social Assistance","Employees",2006,46491
"Southwest",62,"Health Care & Social Assistance","Employees",2007,47262
"Southwest",62,"Health Care & Social Assistance","Employees",2008,48543
"Southwest",62,"Health Care & Social Assistance","Employees",2009,49254
"Southwest",62,"Health Care & Social Assistance","Employees",2010,50029
"Southwest",62,"Health Care & Social Assistance","Employees",2011,50485
"Southwest",62,"Health Care & Social Assistance","Employees",2012,51871
"Southwest",62,"Health Care & Social Assistance","Employees",2013,52976
"Eastern",31,"Manufacturing","Employees",1990,14788
"Eastern",31,"Manufacturing","Employees",1991,13643
"Eastern",31,"Manufacturing","Employees",1992,13502
"Eastern",31,"Manufacturing","Employees",1993,13864
"Eastern",31,"Manufacturing","Employees",1994,14501
"Eastern",31,"Manufacturing","Employees",1995,14539
"Eastern",31,"Manufacturing","Employees",1996,14266
"Eastern",31,"Manufacturing","Employees",1997,14447
"Eastern",31,"Manufacturing","Employees",1998,14469
"Eastern",31,"Manufacturing","Employees",1999,14381
"Eastern",31,"Manufacturing","Employees",2000,13943
"Eastern",31,"Manufacturing","Employees",2001,13112
"Eastern",31,"Manufacturing","Employees",2002,12067
"Eastern",31,"Manufacturing","Employees",2003,11549
"Eastern",31,"Manufacturing","Employees",2004,11316
"Eastern",31,"Manufacturing","Employees",2005,11160
"Eastern",31,"Manufacturing","Employees",2006,10984
"Eastern",31,"Manufacturing","Employees",2007,10784
"Eastern",31,"Manufacturing","Employees",2008,10077
"Eastern",31,"Manufacturing","Employees",2009,8701
"Eastern",31,"Manufacturing","Employees",2010,8572
"Eastern",31,"Manufacturing","Employees",2011,8723
"Eastern",31,"Manufacturing","Employees",2012,11259
"Eastern",31,"Manufacturing","Employees",2013,11042
"North Central",31,"Manufacturing","Employees",1990,96520
"North Central",31,"Manufacturing","Employees",1991,93051
"North Central",31,"Manufacturing","Employees",1992,86931
"North Central",31,"Manufacturing","Employees",1993,82059
"North Central",31,"Manufacturing","Employees",1994,78169
"North Central",31,"Manufacturing","Employees",1995,74550
"North Central",31,"Manufacturing","Employees",1996,74901
"North Central",31,"Manufacturing","Employees",1997,76192
"North Central",31,"Manufacturing","Employees",1998,77196
"North Central",31,"Manufacturing","Employees",1999,74716
"North Central",31,"Manufacturing","Employees",2000,73745
"North Central",31,"Manufacturing","Employees",2001,71585
"North Central",31,"Manufacturing","Employees",2002,67020
"North Central",31,"Manufacturing","Employees",2003,63156
"North Central",31,"Manufacturing","Employees",2004,63095
"North Central",31,"Manufacturing","Employees",2005,63268
"North Central",31,"Manufacturing","Employees",2006,63601
"North Central",31,"Manufacturing","Employees",2007,63771
"North Central",31,"Manufacturing","Employees",2008,63026
"North Central",31,"Manufacturing","Employees",2009,58086
"North Central",31,"Manufacturing","Employees",2010,55824
"North Central",31,"Manufacturing","Employees",2011,56590
"North Central",31,"Manufacturing","Employees",2012,56905
"North Central",31,"Manufacturing","Employees",2013,56404
"Northwest",31,"Manufacturing","Employees",1990,49668
"Northwest",31,"Manufacturing","Employees",1991,45770
"Northwest",31,"Manufacturing","Employees",1992,44045
"Northwest",31,"Manufacturing","Employees",1993,42595
"Northwest",31,"Manufacturing","Employees",1994,42193
"Northwest",31,"Manufacturing","Employees",1995,42100
"Northwest",31,"Manufacturing","Employees",1996,41664
"Northwest",31,"Manufacturing","Employees",1997,42057
"Northwest",31,"Manufacturing","Employees",1998,42715
"Northwest",31,"Manufacturing","Employees",1999,41295
"Northwest",31,"Manufacturing","Employees",2000,40691
"Northwest",31,"Manufacturing","Employees",2001,38235
"Northwest",31,"Manufacturing","Employees",2002,34801
"Northwest",31,"Manufacturing","Employees",2003,33588
"Northwest",31,"Manufacturing","Employees",2004,32431
"Northwest",31,"Manufacturing","Employees",2005,31647
"Northwest",31,"Manufacturing","Employees",2006,31705
"Northwest",31,"Manufacturing","Employees",2007,31664
"Northwest",31,"Manufacturing","Employees",2008,30856
"Northwest",31,"Manufacturing","Employees",2009,27192
"Northwest",31,"Manufacturing","Employees",2010,26458
"Northwest",31,"Manufacturing","Employees",2011,26798
"Northwest",31,"Manufacturing","Employees",2012,26771
"Northwest",31,"Manufacturing","Employees",2013,26806
"South Central",31,"Manufacturing","Employees",1990,53489
"South Central",31,"Manufacturing","Employees",1991,52422
"South Central",31,"Manufacturing","Employees",1992,50936
"South Central",31,"Manufacturing","Employees",1993,49711
"South Central",31,"Manufacturing","Employees",1994,47940
"South Central",31,"Manufacturing","Employees",1995,48414
"South Central",31,"Manufacturing","Employees",1996,48816
"South Central",31,"Manufacturing","Employees",1997,51175
"South Central",31,"Manufacturing","Employees",1998,50860
"South Central",31,"Manufacturing","Employees",1999,50274
"South Central",31,"Manufacturing","Employees",2000,49901
"South Central",31,"Manufacturing","Employees",2001,49034
"South Central",31,"Manufacturing","Employees",2002,45804
"South Central",31,"Manufacturing","Employees",2003,42004
"South Central",31,"Manufacturing","Employees",2004,41488
"South Central",31,"Manufacturing","Employees",2005,40703
"South Central",31,"Manufacturing","Employees",2006,40093
"South Central",31,"Manufacturing","Employees",2007,39373
"South Central",31,"Manufacturing","Employees",2008,38496
"South Central",31,"Manufacturing","Employees",2009,34538
"South Central",31,"Manufacturing","Employees",2010,33216
"South Central",31,"Manufacturing","Employees",2011,32925
"South Central",31,"Manufacturing","Employees",2012,32963
"South Central",31,"Manufacturing","Employees",2013,32661
"Southwest",31,"Manufacturing","Employees",1990,64605
"Southwest",31,"Manufacturing","Employees",1991,56837
"Southwest",31,"Manufacturing","Employees",1992,57525
"Southwest",31,"Manufacturing","Employees",1993,55035
"Southwest",31,"Manufacturing","Employees",1994,52442
"Southwest",31,"Manufacturing","Employees",1995,50514
"Southwest",31,"Manufacturing","Employees",1996,48403
"Southwest",31,"Manufacturing","Employees",1997,47608
"Southwest",31,"Manufacturing","Employees",1998,46587
"Southwest",31,"Manufacturing","Employees",1999,44115
"Southwest",31,"Manufacturing","Employees",2000,42455
"Southwest",31,"Manufacturing","Employees",2001,40964
"Southwest",31,"Manufacturing","Employees",2002,37934
"Southwest",31,"Manufacturing","Employees",2003,35491
"Southwest",31,"Manufacturing","Employees",2004,34929
"Southwest",31,"Manufacturing","Employees",2005,34350
"Southwest",31,"Manufacturing","Employees",2006,33230
"Southwest",31,"Manufacturing","Employees",2007,32418
"Southwest",31,"Manufacturing","Employees",2008,31669
"Southwest",31,"Manufacturing","Employees",2009,29666
"Southwest",31,"Manufacturing","Employees",2010,28742
"Southwest",31,"Manufacturing","Employees",2011,28541
"Southwest",31,"Manufacturing","Employees",2012,27598
"Southwest",31,"Manufacturing","Employees",2013,27011
