StartDate,EndDate,State,Textbox36,textbox14,Textbox38,textbox6,textbox12City,textbox18
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Colombia,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Colombia,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Colombia,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Colombia,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Colombia,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Colombia,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Colombia,New Haven,5
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Colombia,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Colombia,New Haven,1
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Colombia,New Haven,5
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Colombia,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Colombia,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Colombia,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Colombia,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Colombia,New Haven,4
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Colombia,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Colombia,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Colombia,New London,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Colombia,New London,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Colombia,New London,5
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Colombia,New London,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Colombia,New London,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Colombia,New London,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Colombia,New London,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Colombia,New London,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Colombia,New London,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Colombia,New London,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Colombia,New London,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Colombia,New London,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Colombia,Stamford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Colombia,Stamford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Colombia,Stamford,1
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Colombia,Stamford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Colombia,Stamford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Colombia,Stamford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Colombia,Stamford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Colombia,Stamford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Colombia,Stamford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Colombia,Stamford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Colombia,Stamford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Colombia,Stamford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Congo,Bridgeport,5
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Congo,Bridgeport,12
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Congo,Bridgeport,8
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Congo,Bridgeport,1
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Congo,New Haven,5
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Congo,New Haven,1
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Congo,Shelton,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Congo,Shelton,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Congo,Shelton,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Congo,Shelton,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Congo,Shelton,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Congo,Shelton,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Congo,Shelton,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Congo,Shelton,1
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Congo,Shelton,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Congo,Shelton,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Congo,Shelton,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Congo,Shelton,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Cuba,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Cuba,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Cuba,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Cuba,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Cuba,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Cuba,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Cuba,Bridgeport,7
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Cuba,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Cuba,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Cuba,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Cuba,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Cuba,Bridgeport,1
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Cuba,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Cuba,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Cuba,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Cuba,Hartford,24
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Cuba,Hartford,12
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Cuba,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Cuba,Hartford,6
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Cuba,Hartford,8
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Cuba,Hartford,5
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Cuba,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Cuba,Hartford,5
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Cuba,Hartford,5
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Cuba,Manchester,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Cuba,Manchester,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Cuba,Manchester,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Cuba,Manchester,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Cuba,Manchester,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Cuba,Manchester,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Cuba,Manchester,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Cuba,Manchester,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Cuba,Manchester,2
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Cuba,Manchester,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Cuba,Manchester,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Cuba,Manchester,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Cuba,Middletown,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Cuba,Middletown,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Cuba,Middletown,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Cuba,Middletown,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Cuba,Middletown,1
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Cuba,Middletown,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Cuba,Middletown,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Cuba,Middletown,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Cuba,Middletown,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Cuba,Middletown,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Cuba,Middletown,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Cuba,Middletown,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Cuba,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Cuba,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Cuba,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Cuba,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Cuba,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Cuba,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Cuba,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Cuba,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Cuba,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Cuba,Naugatuck,2
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Cuba,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Cuba,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Cuba,New Haven,9
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Cuba,New Haven,2
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Cuba,New Haven,8
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Cuba,New Haven,29
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Cuba,New Haven,18
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Cuba,New Haven,13
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Cuba,New Haven,21
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Cuba,New Haven,14
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Cuba,New Haven,9
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Cuba,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Cuba,New Haven,22
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Cuba,New Haven,2
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Cuba,Tariffville,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Cuba,Tariffville,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Cuba,Tariffville,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Cuba,Tariffville,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Cuba,Tariffville,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Cuba,Tariffville,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Cuba,Tariffville,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Cuba,Tariffville,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Cuba,Tariffville,3
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Cuba,Tariffville,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Cuba,Tariffville,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Cuba,Tariffville,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Cuba,West Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Cuba,West Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Cuba,West Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Cuba,West Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Cuba,West Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Cuba,West Haven,1
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Cuba,West Haven,4
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Cuba,West Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Cuba,West Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Cuba,West Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Cuba,West Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Cuba,West Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Dem. Rep. Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Dem. Rep. Congo,Bridgeport,2
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Dem. Rep. Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Dem. Rep. Congo,Bridgeport,1
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Dem. Rep. Congo,Bridgeport,2
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Dem. Rep. Congo,Bridgeport,2
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Dem. Rep. Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Dem. Rep. Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Dem. Rep. Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Dem. Rep. Congo,Bridgeport,6
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Dem. Rep. Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Dem. Rep. Congo,Bridgeport,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Dem. Rep. Congo,Derby,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Dem. Rep. Congo,Derby,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Dem. Rep. Congo,Derby,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Dem. Rep. Congo,Derby,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Dem. Rep. Congo,Derby,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Dem. Rep. Congo,Derby,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Dem. Rep. Congo,Derby,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Dem. Rep. Congo,Derby,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Dem. Rep. Congo,Derby,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Dem. Rep. Congo,Derby,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Dem. Rep. Congo,Derby,37
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Dem. Rep. Congo,Derby,54
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Dem. Rep. Congo,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Dem. Rep. Congo,Hartford,1
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Dem. Rep. Congo,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Dem. Rep. Congo,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Dem. Rep. Congo,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Dem. Rep. Congo,Hartford,9
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Dem. Rep. Congo,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Dem. Rep. Congo,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Dem. Rep. Congo,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Dem. Rep. Congo,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Dem. Rep. Congo,Hartford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Dem. Rep. Congo,Hartford,3
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Dem. Rep. Congo,Meriden,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Dem. Rep. Congo,Meriden,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Dem. Rep. Congo,Meriden,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Dem. Rep. Congo,Meriden,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Dem. Rep. Congo,Meriden,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Dem. Rep. Congo,Meriden,2
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Dem. Rep. Congo,Meriden,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Dem. Rep. Congo,Meriden,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Dem. Rep. Congo,Meriden,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Dem. Rep. Congo,Meriden,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Dem. Rep. Congo,Meriden,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Dem. Rep. Congo,Meriden,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Dem. Rep. Congo,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Dem. Rep. Congo,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Dem. Rep. Congo,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Dem. Rep. Congo,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Dem. Rep. Congo,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Dem. Rep. Congo,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Dem. Rep. Congo,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Dem. Rep. Congo,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Dem. Rep. Congo,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Dem. Rep. Congo,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Dem. Rep. Congo,Naugatuck,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Dem. Rep. Congo,Naugatuck,1
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Dem. Rep. Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Dem. Rep. Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Dem. Rep. Congo,New Haven,4
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Dem. Rep. Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Dem. Rep. Congo,New Haven,13
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Dem. Rep. Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Dem. Rep. Congo,New Haven,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Dem. Rep. Congo,New Haven,11
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Dem. Rep. Congo,New Haven,14
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Dem. Rep. Congo,New Haven,29
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Dem. Rep. Congo,New Haven,8
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Dem. Rep. Congo,New Haven,48
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Dem. Rep. Congo,Stratford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Dem. Rep. Congo,Stratford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Dem. Rep. Congo,Stratford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2005,578,Dem. Rep. Congo,Stratford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2006,254,Dem. Rep. Congo,Stratford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2007,486,Dem. Rep. Congo,Stratford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2008,390,Dem. Rep. Congo,Stratford,1
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2009,408,Dem. Rep. Congo,Stratford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2010,514,Dem. Rep. Congo,Stratford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2011,375,Dem. Rep. Congo,Stratford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2012,509,Dem. Rep. Congo,Stratford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2013,547,Dem. Rep. Congo,Stratford,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2002,493,Dem. Rep. Congo,Waterbury,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2003,214,Dem. Rep. Congo,Waterbury,0
1-Jan-99,31-Dec-13,Connecticut,Total for Connecticut,CY 2004,423,Dem. Rep. Congo,Waterbury,0
